MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Total_Risk,Infrastructure_Risk,Natural_Risk,Human_Risk,Water_Risk
9,7,4,5,3,7,7,6,2,5,5,7,4,5,4,8,9,3,14,5,0.595,119,22,18,13,17
4,4,6,3,5,5,5,5,8,6,9,11,4,5,4,5,7,4,3,3,0.53,106,8,13,14,22
6,3,6,6,3,4,11,3,11,6,4,10,3,6,4,6,6,5,6,5,0.57,114,12,16,15,19
5,3,6,1,9,6,4,10,6,3,5,5,4,4,5,5,4,6,4,5,0.5,100,9,14,13,21
4,5,4,3,2,7,9,8,5,3,6,8,5,9,3,1,6,1,5,3,0.485,97,6,16,8,20
6,5,3,9,4,2,9,2,3,6,6,4,1,4,7,8,10,6,2,4,0.505,101,10,17,19,9
6,8,8,0,6,5,6,2,3,3,6,3,5,9,5,7,2,3,4,5,0.48,96,11,20,9,13
5,6,0,2,3,4,3,5,9,2,2,2,6,4,7,9,6,3,6,9,0.465,93,15,16,7,7
3,4,3,5,8,3,4,4,5,4,8,3,5,8,5,7,6,7,6,10,0.54,108,13,16,17,10
6,10,5,5,7,9,5,8,6,3,4,4,3,3,8,5,4,4,5,4,0.54,108,10,17,15,17
4,11,4,7,9,4,6,7,4,2,8,8,9,4,4,7,2,1,8,2,0.555,111,15,12,18,19
6,5,4,5,3,4,4,1,4,6,3,13,5,8,1,4,6,7,3,3,0.475,95,7,15,14,18
6,9,6,6,4,5,6,7,9,2,6,4,5,4,7,3,10,2,4,5,0.55,110,7,17,12,17
6,8,3,1,5,4,1,3,7,1,4,8,9,8,3,4,6,4,6,4,0.475,95,10,17,7,14
3,5,6,10,5,10,5,6,3,5,4,11,4,2,2,4,3,2,5,4,0.495,99,9,7,20,23
4,3,8,4,4,6,2,7,6,5,5,4,3,3,6,2,4,5,8,5,0.47,94,10,13,13,19
1,4,8,7,5,2,3,0,8,3,3,7,5,3,1,3,5,7,5,3,0.415,83,8,5,15,15
5,5,7,5,4,2,3,2,3,4,5,9,4,6,5,7,6,5,5,3,0.475,95,12,16,13,18
4,3,3,5,4,7,4,6,2,5,6,5,7,5,3,5,3,9,4,3,0.465,93,9,12,14,14
6,4,7,4,6,5,7,2,6,6,3,2,6,6,5,4,6,5,8,7,0.525,105,12,17,16,11
4,3,6,8,8,4,5,6,4,4,5,3,8,7,2,4,3,4,6,5,0.495,99,10,13,20,15
5,8,3,5,4,3,6,4,5,4,3,10,6,8,1,4,4,7,2,4,0.48,96,6,14,13,17
4,4,1,3,5,3,4,10,6,4,6,7,3,3,5,6,9,4,6,7,0.5,100,12,12,12,18
4,5,5,5,3,4,3,5,7,3,2,1,7,5,7,5,3,6,6,5,0.455,91,11,16,11,11
2,14,6,5,5,4,8,8,4,5,7,8,9,5,2,6,5,1,6,4,0.57,114,12,9,15,22
6,5,10,3,5,7,9,7,10,5,4,1,5,4,4,5,6,9,5,6,0.58,116,10,14,13,18
4,9,3,2,2,2,2,6,7,3,3,5,3,2,5,5,4,4,5,6,0.41,82,10,11,7,14
2,3,11,5,3,4,5,0,6,9,7,7,2,2,4,2,10,8,5,6,0.505,101,7,8,17,18
7,6,5,3,6,4,5,5,7,7,6,8,9,6,6,4,4,4,5,3,0.55,110,9,19,16,18
4,3,3,2,8,2,3,7,4,8,4,5,5,2,7,7,6,3,4,7,0.47,94,11,13,18,15
4,0,1,4,7,7,5,6,3,3,3,5,2,2,2,5,5,4,3,10,0.405,81,8,8,14,12
3,7,6,5,6,11,5,6,4,5,4,3,7,5,3,3,5,4,7,7,0.53,106,10,11,16,15
6,6,4,4,1,6,4,5,12,2,3,4,7,5,9,4,10,7,3,8,0.55,110,7,20,7,13
6,6,7,5,4,2,8,1,5,9,6,3,3,5,4,6,3,4,3,4,0.47,94,9,15,18,11
2,4,3,6,7,5,2,3,4,6,7,5,8,2,10,2,3,4,6,6,0.475,95,8,14,19,11
6,4,4,1,10,6,6,4,6,3,2,9,8,2,7,4,5,8,7,3,0.525,105,11,15,14,17
8,6,5,4,10,4,6,6,2,3,7,2,5,4,9,5,4,7,6,4,0.535,107,11,21,17,13
4,6,7,9,3,5,8,5,5,5,2,3,8,7,5,3,7,5,3,3,0.515,103,6,16,17,15
4,4,4,5,6,7,3,5,8,9,5,5,3,5,6,6,8,4,6,7,0.55,110,12,15,20,14
3,1,2,4,7,9,2,6,5,4,3,4,7,8,6,4,4,4,5,7,0.475,95,9,17,15,12
6,5,6,3,3,3,5,1,8,4,6,8,7,7,9,3,6,4,8,6,0.54,108,11,22,10,15
2,9,5,3,5,3,3,5,6,5,6,7,4,4,2,6,8,4,7,4,0.49,98,13,8,13,17
2,4,7,4,2,5,3,8,3,7,6,6,4,8,3,7,4,4,1,3,0.455,91,8,13,13,21
5,5,3,4,1,4,4,5,5,7,6,6,3,8,4,8,8,4,3,6,0.495,99,11,17,12,14
3,6,3,3,7,3,6,8,5,4,4,7,11,4,7,6,3,9,3,3,0.525,105,9,14,14,18
4,8,5,2,5,5,2,9,2,6,1,5,3,4,5,3,6,4,5,3,0.435,87,8,13,13,19
1,4,3,4,5,4,7,6,4,3,8,4,3,4,4,7,4,3,8,4,0.45,90,15,9,12,13
3,7,7,4,3,4,2,6,7,2,6,6,3,6,10,3,8,1,6,5,0.495,99,9,19,9,19
6,5,3,6,5,4,5,4,3,3,6,5,7,8,3,7,4,5,5,3,0.485,97,12,17,14,12
6,7,4,5,6,3,3,4,9,4,12,6,8,5,3,7,4,3,3,4,0.53,106,10,14,15,14
8,5,1,2,6,3,4,5,6,5,7,2,4,5,8,8,5,9,4,6,0.515,103,12,21,13,8
7,3,8,4,4,2,8,7,8,7,4,5,1,3,3,5,6,5,5,4,0.495,99,10,13,15,20
8,3,4,9,4,8,5,5,5,3,5,5,6,4,7,7,8,4,8,5,0.565,113,15,19,16,14
5,5,4,3,4,10,7,5,6,5,7,6,6,2,1,6,3,6,6,4,0.505,101,12,8,12,15
5,3,2,5,2,5,4,5,1,7,3,4,3,5,6,5,4,4,5,3,0.405,81,10,16,14,11
3,6,5,6,5,5,5,2,7,6,4,6,8,5,8,3,5,5,1,2,0.485,97,4,16,17,13
2,5,6,3,8,9,6,4,7,2,5,1,6,8,3,9,6,3,4,7,0.52,104,13,13,13,11
4,7,8,3,4,6,6,4,6,3,6,4,6,5,3,4,7,2,5,4,0.485,97,9,12,10,16
1,3,2,5,5,10,5,6,3,8,5,5,3,6,6,4,6,4,6,8,0.505,101,10,13,18,13
3,4,5,7,5,4,7,7,3,8,6,5,4,5,3,4,4,5,4,3,0.48,96,8,11,20,17
3,9,4,3,7,3,5,4,6,2,13,4,8,6,12,7,5,4,3,6,0.57,114,10,21,12,12
4,4,5,3,5,4,8,3,8,3,7,2,2,3,8,4,4,9,5,6,0.485,97,9,15,11,10
4,13,4,6,6,3,4,6,3,3,1,5,6,6,6,0,3,3,3,9,0.47,94,3,16,15,15
1,5,8,5,6,3,4,4,3,5,3,5,4,3,3,5,5,12,5,5,0.47,94,10,7,16,17
7,1,6,1,4,3,2,5,5,8,8,1,4,3,6,7,4,3,4,7,0.445,89,11,16,13,12
8,8,4,5,5,4,5,4,5,2,6,5,7,9,3,4,6,6,5,6,0.535,107,9,20,12,13
4,7,3,3,3,8,5,7,5,4,9,7,3,3,6,6,6,9,6,7,0.555,111,12,13,10,17
3,7,6,3,4,5,5,5,4,5,6,6,8,7,7,5,7,4,6,6,0.545,109,11,17,12,17
3,3,3,4,5,7,3,4,3,7,6,8,7,6,3,4,3,6,2,7,0.47,94,6,12,16,15
4,5,4,3,5,2,6,8,9,4,2,7,7,14,0,4,11,5,3,5,0.54,108,7,18,12,19
7,9,2,5,3,6,9,5,4,7,5,5,4,4,9,5,4,5,2,5,0.525,105,7,20,15,12
2,11,6,6,5,4,6,11,6,4,7,2,5,4,2,3,3,6,2,4,0.495,99,5,8,15,19
6,6,5,6,10,8,5,4,5,2,6,4,5,3,6,5,6,9,7,4,0.56,112,12,15,18,13
6,1,2,4,1,8,6,4,4,4,6,5,5,8,7,9,2,4,3,4,0.465,93,12,21,9,11
1,7,1,3,6,6,6,4,3,5,5,4,2,5,3,5,4,6,3,2,0.405,81,8,9,14,9
4,4,5,5,8,4,8,4,3,2,4,5,1,6,5,3,2,7,9,2,0.455,91,12,15,15,14
5,6,3,6,4,4,6,6,8,5,2,4,2,8,7,7,2,3,5,3,0.48,96,12,20,15,13
3,3,8,4,4,8,10,4,3,7,4,8,4,7,7,7,4,8,4,10,0.585,117,11,17,15,20
6,6,2,6,5,4,4,4,6,5,5,6,6,4,7,6,5,6,4,4,0.505,101,10,17,16,12
3,7,4,9,4,6,4,3,7,6,6,7,6,1,6,6,7,5,6,2,0.525,105,12,10,19,14
11,4,2,5,5,6,10,5,4,5,5,5,7,3,3,0,2,9,9,6,0.53,106,9,17,15,12
6,2,6,6,5,7,7,4,4,6,4,5,6,3,5,5,11,7,6,7,0.56,112,11,14,17,15
4,4,4,2,5,10,8,3,5,6,5,2,7,8,4,4,6,7,4,2,0.5,100,8,16,13,9
8,4,7,3,3,7,4,5,6,6,2,5,3,4,3,5,5,1,4,3,0.44,88,9,15,12,17
5,7,4,6,6,1,9,9,2,6,4,2,3,7,7,6,4,2,4,5,0.495,99,10,19,18,15
3,6,3,8,4,1,10,5,2,4,7,5,3,8,7,7,5,4,3,7,0.51,102,10,18,16,13
5,6,5,5,7,6,2,4,5,9,7,4,1,4,7,3,4,6,4,3,0.485,97,7,16,21,13
3,4,6,5,8,4,0,3,6,4,3,4,3,4,6,5,5,4,6,11,0.47,94,11,13,17,13
8,6,5,6,3,2,6,2,10,6,7,5,6,7,9,10,6,2,1,7,0.57,114,11,24,15,12
4,3,4,4,3,8,7,6,9,3,4,4,4,5,6,6,5,7,3,2,0.485,97,9,15,10,14
3,2,6,7,5,4,6,3,5,6,7,6,6,7,8,4,1,10,4,4,0.52,104,8,18,18,15
4,4,5,4,6,5,5,5,5,10,4,5,6,8,7,6,6,6,3,7,0.555,111,9,19,20,15
3,9,2,5,2,6,6,5,4,7,7,5,3,4,5,7,3,2,5,7,0.485,97,12,12,14,12
7,7,4,4,6,6,5,7,7,3,3,4,5,2,3,5,4,5,9,3,0.495,99,14,12,13,15
4,6,2,8,2,3,6,4,7,5,4,3,3,8,3,3,7,3,1,6,0.44,88,4,15,15,9
5,5,4,6,6,4,5,7,4,2,5,5,6,5,4,3,5,6,7,8,0.51,102,10,14,14,16
3,5,2,6,5,4,8,4,6,6,6,4,6,10,5,7,4,6,5,5,0.535,107,12,18,17,10
4,5,7,5,5,7,4,6,7,5,1,5,8,5,9,9,7,7,5,1,0.56,112,14,18,15,18
2,6,3,4,9,5,5,4,6,7,4,3,4,1,7,3,6,3,7,3,0.46,92,10,10,20,10
4,2,5,2,2,2,3,3,4,5,3,7,5,7,4,3,5,12,5,3,0.43,86,8,15,9,15
6,6,2,4,5,4,2,4,5,5,6,7,6,6,7,3,5,8,5,2,0.49,98,8,19,14,13
4,5,3,8,4,1,10,3,3,2,4,6,9,6,6,7,11,9,5,8,0.57,114,12,16,14,12
3,5,3,3,4,0,3,8,5,5,3,7,2,3,6,5,6,4,5,6,0.43,86,10,12,12,18
7,6,5,8,5,7,5,1,1,6,8,3,2,4,6,4,5,4,12,4,0.515,103,16,17,19,9
6,8,8,4,2,9,4,5,2,5,4,4,4,4,10,7,8,5,5,6,0.55,110,12,20,11,17
7,2,4,5,6,6,5,7,14,5,4,7,7,8,1,2,4,7,1,1,0.515,103,3,16,16,18
2,3,4,6,9,5,10,3,10,5,8,5,7,3,9,4,5,3,6,5,0.56,112,10,14,20,12
4,3,9,3,3,3,9,5,6,4,12,6,7,4,5,2,5,4,6,3,0.515,103,8,13,10,20
6,4,5,2,5,4,5,3,4,6,6,5,4,7,4,4,3,6,6,1,0.45,90,10,17,13,13
11,5,7,4,4,9,5,4,4,7,5,7,5,5,4,4,8,1,2,5,0.53,106,6,20,15,18
7,4,6,4,4,5,3,6,6,5,6,5,7,7,5,4,6,5,2,5,0.51,102,6,19,13,17
5,6,3,5,6,4,5,6,8,6,8,5,8,3,5,3,9,5,5,3,0.54,108,8,13,17,14
7,6,3,11,5,8,7,5,6,8,5,6,4,4,2,3,10,4,2,5,0.555,111,5,13,24,14
4,6,3,5,5,7,5,5,10,5,5,4,3,6,6,4,4,4,3,4,0.49,98,7,16,15,12
6,11,5,7,6,3,4,3,3,3,2,7,3,3,2,2,3,4,4,4,0.425,85,6,11,16,15
5,4,2,2,3,3,11,3,7,3,4,8,4,6,5,4,8,3,5,8,0.49,98,9,16,8,13
8,5,4,3,4,12,4,7,6,1,2,7,8,2,2,2,7,6,8,4,0.51,102,10,12,8,18
3,5,8,3,4,7,6,6,7,5,5,8,4,6,8,3,3,5,2,2,0.5,100,5,17,12,22
6,4,8,5,3,3,4,5,7,6,7,6,8,5,6,3,5,0,8,4,0.515,103,11,17,14,19
3,5,8,3,9,8,6,2,4,5,7,1,7,5,6,0,1,7,8,3,0.49,98,8,14,17,11
2,10,4,7,5,6,5,3,10,5,4,3,6,5,5,9,0,4,7,2,0.51,102,16,12,17,10
4,6,4,7,6,6,7,5,6,6,3,5,4,6,6,4,1,0,6,2,0.47,94,10,16,19,14
5,3,7,3,7,6,6,8,2,4,4,5,2,2,8,5,3,2,6,2,0.45,90,11,15,14,20
5,3,5,4,5,3,4,8,8,2,3,5,1,7,6,8,5,4,7,6,0.495,99,15,18,11,18
9,7,3,5,3,7,4,2,7,2,4,5,4,5,6,5,3,6,5,11,0.515,103,10,20,10,10
7,6,5,3,5,2,8,5,3,4,2,5,3,8,5,8,6,3,3,6,0.485,97,11,20,12,15
0,1,8,5,4,5,3,7,2,3,5,4,2,5,4,1,5,2,3,6,0.375,75,4,9,12,19
2,7,4,8,3,1,9,2,2,3,3,5,7,5,6,3,7,4,2,6,0.445,89,5,13,14,11
3,6,3,5,15,8,7,5,4,4,2,5,7,4,4,4,6,8,7,4,0.555,111,11,11,24,13
4,5,3,3,6,5,3,5,1,7,4,8,3,4,5,5,2,5,5,3,0.43,86,10,13,16,16
2,10,7,6,9,4,2,4,7,2,5,5,8,4,3,4,5,5,4,11,0.535,107,8,9,17,16
6,4,8,7,1,4,6,3,5,4,3,5,8,5,4,7,5,10,4,6,0.525,105,11,15,12,16
7,5,7,4,3,3,4,8,5,3,7,5,3,6,5,5,8,3,5,5,0.505,101,10,18,10,20
4,7,1,4,5,8,3,7,4,7,3,5,4,4,4,9,9,5,1,5,0.495,99,10,12,16,13
12,4,5,4,4,4,6,6,5,4,7,6,6,6,2,5,4,6,4,7,0.535,107,9,20,12,17
3,3,4,5,4,9,6,5,5,5,3,3,8,9,5,2,6,5,6,5,0.505,101,8,17,14,12
4,7,6,4,5,7,8,5,7,5,4,6,7,9,6,5,9,6,5,5,0.6,120,10,19,14,17
8,8,4,5,7,3,4,6,5,4,8,4,3,6,3,3,4,5,7,2,0.495,99,10,17,16,14
4,8,11,2,5,1,9,5,4,3,7,8,3,5,3,5,9,4,1,7,0.52,104,6,12,10,24
2,7,9,3,8,10,5,8,6,2,5,3,10,5,7,7,4,10,4,2,0.585,117,11,14,13,20
3,4,6,8,7,2,3,9,5,1,4,7,4,1,10,3,6,11,3,6,0.515,103,6,14,16,22
4,2,6,9,5,6,2,10,3,3,6,7,7,4,3,4,6,7,7,4,0.525,105,11,11,17,23
5,3,5,4,5,3,11,4,3,10,3,3,4,5,5,8,3,5,6,9,0.52,104,14,15,19,12
3,7,5,4,5,3,6,3,8,3,6,4,4,5,4,7,12,5,4,5,0.515,103,11,12,12,12
4,5,2,6,3,5,3,7,5,5,7,2,3,8,5,7,5,5,7,1,0.475,95,14,17,14,11
5,8,4,8,5,6,8,4,6,8,3,7,11,5,6,8,3,7,5,4,0.605,121,13,16,21,15
2,4,7,7,3,5,5,5,9,4,5,6,4,6,3,5,3,5,2,9,0.495,99,7,11,14,18
4,6,6,8,5,2,5,8,5,3,9,8,5,5,7,4,6,5,5,3,0.545,109,9,16,16,22
3,6,1,5,5,7,12,3,3,3,5,3,6,7,6,8,4,5,3,5,0.5,100,11,16,13,7
7,3,3,4,3,2,3,8,5,7,6,4,7,11,7,4,6,0,2,3,0.475,95,6,25,14,15
3,6,6,9,4,5,5,5,3,2,4,4,5,4,4,1,2,4,2,7,0.425,85,3,11,15,15
7,5,5,5,6,5,2,8,7,3,5,5,6,10,4,5,7,5,2,3,0.525,105,7,21,14,18
6,8,7,4,7,4,5,6,7,5,3,3,8,4,7,5,6,4,4,3,0.53,106,9,17,16,16
6,7,5,4,8,3,7,2,3,3,7,4,4,5,9,7,13,13,9,1,0.6,120,16,20,15,11
4,5,6,3,5,8,3,7,6,4,3,6,4,2,6,8,6,3,5,5,0.495,99,13,12,12,19
6,2,7,2,6,4,2,5,2,6,6,8,5,4,3,7,7,5,4,6,0.485,97,11,13,14,20
6,7,4,4,4,3,5,3,5,2,5,5,5,7,6,3,8,2,2,5,0.455,91,5,19,10,12
6,4,0,1,1,5,0,4,5,6,4,2,5,4,7,3,7,3,5,3,0.375,75,8,17,8,6
4,5,7,2,7,6,5,5,5,5,5,3,3,5,8,7,6,3,4,4,0.495,99,11,17,14,15
4,3,7,5,6,5,6,5,4,0,3,6,5,3,8,6,6,5,3,2,0.46,92,9,15,11,18
3,6,4,7,5,0,5,3,9,6,2,9,7,2,1,6,1,5,4,4,0.445,89,10,6,18,16
4,5,4,4,2,8,5,7,6,6,4,4,5,7,5,8,4,3,5,6,0.51,102,13,16,12,15
3,3,9,3,4,3,1,4,8,5,7,6,6,5,3,7,5,5,7,8,0.51,102,14,11,12,19
2,6,6,4,6,4,8,7,4,4,5,3,5,3,5,8,4,7,7,5,0.515,103,15,10,14,16
5,4,3,6,10,5,3,9,4,3,3,4,7,4,7,3,10,5,5,1,0.505,101,8,16,19,16
3,6,9,7,5,5,1,4,8,5,5,11,10,9,3,5,6,3,3,1,0.545,109,8,15,17,24
3,6,4,3,5,7,5,5,5,5,5,4,2,2,5,5,3,4,5,1,0.42,84,10,10,13,13
7,7,2,3,5,4,3,5,4,2,6,4,2,9,6,2,3,4,7,6,0.455,91,9,22,10,11
9,4,6,4,8,1,0,8,5,3,3,6,3,9,2,5,8,8,4,4,0.5,100,9,20,15,20
7,5,2,2,3,1,6,6,8,5,9,5,8,6,6,6,7,2,3,8,0.525,105,9,19,10,13
4,8,7,7,7,2,4,4,7,5,5,7,9,5,5,7,6,4,6,4,0.565,113,13,14,19,18
8,7,5,5,4,4,10,7,7,5,7,7,7,3,3,3,8,3,3,6,0.56,112,6,14,14,19
3,9,4,5,8,5,7,6,4,5,4,8,6,9,5,1,8,4,4,6,0.555,111,5,17,18,18
6,5,5,2,5,3,9,3,5,4,2,5,6,5,2,2,3,3,10,2,0.435,87,12,13,11,13
6,5,3,5,7,8,4,5,4,4,3,6,3,5,8,6,3,9,4,6,0.52,104,10,19,16,14
4,3,4,7,4,7,4,5,4,9,3,5,4,7,7,6,4,3,9,3,0.51,102,15,18,20,14
2,3,5,3,2,6,4,5,10,6,7,6,4,2,4,6,3,6,5,9,0.49,98,11,8,11,16
7,2,2,2,5,3,6,4,3,2,9,12,4,7,6,3,2,8,7,3,0.485,97,10,20,9,18
3,4,4,3,4,8,3,7,5,3,5,2,6,3,2,2,6,4,7,5,0.43,86,9,8,10,13
12,3,3,4,6,6,7,7,10,5,7,9,2,4,7,7,5,3,5,8,0.6,120,12,23,15,19
5,1,5,6,5,1,5,7,7,3,1,7,5,5,6,5,1,6,7,3,0.455,91,12,16,14,19
3,14,2,4,2,4,5,8,7,11,5,3,9,7,4,6,4,5,5,5,0.565,113,11,14,17,13
6,2,3,6,3,7,3,3,7,5,4,4,3,7,4,5,4,6,5,4,0.455,91,10,17,14,10
8,6,5,7,8,3,5,10,6,5,7,3,8,1,4,3,3,4,3,5,0.52,104,6,13,20,18
5,2,7,3,4,4,7,4,4,2,3,4,4,6,7,2,1,2,4,3,0.39,78,6,18,9,15
6,7,6,7,7,3,5,7,4,4,2,11,10,3,5,3,2,3,2,2,0.495,99,5,14,18,24
3,5,4,4,2,5,8,2,4,6,5,3,5,7,2,6,3,4,6,4,0.44,88,12,12,12,9
5,6,6,3,3,9,6,5,2,7,5,7,8,3,4,7,2,13,4,1,0.53,106,11,12,13,18
4,6,4,4,8,2,9,8,9,6,4,2,10,5,6,5,1,8,3,2,0.53,106,8,15,18,14
6,2,2,4,3,5,6,4,6,3,6,9,6,6,0,1,4,5,6,9,0.465,93,7,12,10,15
4,5,1,2,5,1,9,8,5,5,4,2,4,4,7,4,6,2,5,8,0.455,91,9,15,12,11
3,11,5,4,2,7,8,5,6,5,4,4,2,4,3,4,9,3,5,1,0.475,95,9,10,11,14
4,5,8,1,6,4,4,8,4,4,5,4,3,2,8,2,7,5,2,4,0.45,90,4,14,11,20
8,4,4,5,6,2,3,4,6,1,4,8,4,6,1,2,3,4,5,6,0.43,86,7,15,12,16
13,4,3,6,6,4,6,8,5,6,7,4,3,3,6,4,2,3,3,8,0.52,104,7,22,18,15
2,5,5,4,7,8,8,4,5,4,8,6,6,3,3,6,5,4,9,6,0.54,108,15,8,15,15
5,6,5,5,7,3,5,3,9,4,8,5,4,4,7,4,4,5,5,6,0.52,104,9,16,16,13
4,9,2,5,6,1,5,9,4,5,6,5,4,7,6,4,4,4,4,7,0.505,101,8,17,16,16
6,4,6,6,6,7,2,3,4,1,2,1,5,2,5,1,3,4,3,7,0.39,78,4,13,13,10
4,2,5,4,4,2,4,6,5,4,4,2,7,4,5,7,4,5,6,3,0.435,87,13,13,12,13
5,3,6,7,6,4,3,4,5,3,4,4,4,9,7,3,4,2,3,2,0.44,88,6,21,16,14
5,11,4,7,7,10,7,10,6,4,1,1,3,8,7,6,6,9,7,3,0.61,122,13,20,18,15
6,5,4,6,4,5,5,8,4,7,6,6,3,10,7,4,7,6,1,6,0.55,110,5,23,17,18
6,8,9,5,11,9,2,8,2,9,5,4,2,7,2,7,7,7,10,6,0.63,126,17,15,25,21
3,4,7,7,8,6,4,7,6,5,3,3,4,5,5,1,4,3,5,4,0.47,94,6,13,20,17
5,6,6,10,2,2,5,5,3,5,5,8,3,2,10,8,3,8,7,2,0.525,105,15,17,17,19
7,5,4,2,4,3,5,5,4,5,5,9,3,2,6,5,5,7,2,8,0.48,96,7,15,11,18
7,5,3,5,3,6,6,5,3,1,2,6,7,4,8,1,1,2,4,4,0.415,83,5,19,9,14
1,2,0,3,6,6,4,7,7,4,6,7,8,5,7,7,1,6,6,6,0.495,99,13,13,13,14
7,4,2,0,4,6,8,5,6,7,3,2,7,5,9,8,5,14,4,6,0.56,112,12,21,11,9
6,6,6,4,2,3,8,7,7,5,9,4,5,8,6,8,3,5,1,7,0.55,110,9,20,11,17
4,3,5,9,3,6,9,5,4,4,6,4,8,7,9,4,6,8,6,4,0.57,114,10,20,16,14
2,6,8,2,2,7,4,4,3,4,4,5,8,1,13,1,10,2,5,2,0.465,93,6,16,8,17
4,4,5,7,2,7,2,8,7,3,5,6,7,6,8,6,10,4,10,3,0.57,114,16,18,12,19
8,2,4,7,13,9,5,5,7,1,5,3,3,2,3,8,6,9,4,5,0.545,109,12,13,21,12
4,9,8,5,7,6,4,7,6,6,9,2,4,6,7,4,5,5,3,4,0.555,111,7,17,18,17
7,10,7,6,5,4,2,5,3,7,4,1,2,3,3,3,5,2,3,3,0.425,85,6,13,18,13
3,4,5,3,6,5,7,3,5,5,2,5,4,5,2,1,4,5,6,5,0.425,85,7,10,14,13
3,2,8,2,3,3,5,9,6,4,5,6,2,2,6,2,4,4,8,5,0.445,89,10,11,9,23
4,10,5,5,6,4,7,4,4,2,7,9,1,8,9,13,4,10,3,2,0.585,117,16,21,13,18
5,5,6,7,3,4,4,4,9,9,5,7,4,6,6,4,5,8,5,5,0.555,111,9,17,19,17
8,2,5,3,1,9,4,4,8,3,5,13,7,5,5,4,6,4,8,8,0.56,112,12,18,7,22
6,8,8,3,3,2,7,6,10,6,6,6,7,9,5,7,5,10,4,8,0.63,126,11,20,12,20
2,3,2,5,2,4,3,7,0,8,8,5,6,11,5,6,2,3,1,4,0.435,87,7,18,15,14
4,6,5,12,3,5,2,2,4,2,5,4,8,4,1,4,3,4,1,7,0.43,86,5,9,17,11
4,6,6,3,8,5,7,6,6,3,5,7,8,1,6,6,4,4,4,4,0.515,103,10,11,14,19
3,6,5,2,1,4,4,3,3,4,6,4,6,5,9,4,4,4,7,6,0.45,90,11,17,7,12
7,5,8,6,2,2,5,5,5,6,6,7,5,3,2,7,6,5,2,8,0.51,102,9,12,14,20
4,5,4,7,2,8,8,6,6,9,5,11,5,5,5,5,6,4,10,4,0.595,119,15,14,18,21
4,6,1,6,4,7,5,7,5,6,4,3,7,3,4,8,2,8,8,6,0.52,104,16,11,16,11
9,2,3,6,7,5,7,6,6,9,5,5,8,9,2,1,4,8,4,9,0.575,115,5,20,22,14
3,5,4,6,6,1,7,7,5,7,3,3,4,8,5,11,6,4,4,5,0.52,104,15,16,19,14
6,4,8,1,3,9,3,4,4,5,8,6,4,5,4,2,5,6,3,5,0.475,95,5,15,9,18
7,3,2,5,5,4,5,5,7,5,3,3,10,1,5,9,3,3,7,9,0.505,101,16,13,15,10
4,6,6,6,8,2,4,6,9,2,4,3,8,2,7,9,7,7,5,2,0.535,107,14,13,16,15
1,1,8,5,8,5,6,6,5,3,2,1,2,9,10,5,4,2,5,5,0.465,93,10,20,16,15
5,4,7,7,2,3,7,5,5,10,8,3,2,5,5,1,4,1,4,6,0.47,94,5,15,19,15
4,6,2,3,10,4,3,4,4,6,3,2,5,3,5,8,4,2,4,6,0.44,88,12,12,19,8
11,1,5,7,6,3,3,6,4,6,5,9,2,5,2,5,5,6,5,6,0.51,102,10,18,19,20
2,5,2,5,5,10,7,5,7,5,6,7,3,1,6,5,7,4,4,7,0.515,103,9,9,15,14
6,5,13,5,5,4,7,6,5,4,8,7,5,4,4,4,3,9,4,3,0.555,111,8,14,14,26
8,5,4,3,3,5,4,3,7,2,2,3,11,6,5,10,3,2,0,6,0.46,92,10,19,8,10
10,6,6,5,8,5,9,2,5,5,1,1,5,2,6,6,10,2,4,5,0.515,103,10,18,18,9
5,7,6,6,8,8,8,6,4,7,4,2,4,6,7,5,5,7,2,10,0.585,117,7,18,21,14
2,4,3,2,6,3,6,3,7,6,3,5,6,4,3,2,9,7,5,5,0.455,91,7,9,14,11
4,7,10,6,4,7,5,3,6,8,4,5,8,8,9,5,10,7,2,5,0.615,123,7,21,18,18
6,5,3,4,5,2,3,3,4,8,3,6,7,6,4,1,2,7,4,8,0.455,91,5,16,17,12
2,4,3,2,5,8,3,5,9,5,3,7,5,9,4,3,6,4,2,2,0.455,91,5,15,12,15
5,5,6,5,2,7,6,7,7,5,7,4,11,3,7,8,8,3,4,9,0.595,119,12,15,12,17
5,6,6,2,6,10,4,4,1,7,6,2,3,3,6,2,5,0,3,5,0.43,86,5,14,15,12
5,8,1,5,7,7,3,7,5,8,9,7,2,7,4,6,5,8,6,3,0.565,113,12,16,20,15
8,5,5,7,7,2,6,4,8,4,10,3,5,3,11,3,8,3,6,6,0.57,114,9,22,18,12
5,10,1,4,4,6,7,4,3,4,6,4,6,5,7,8,6,5,4,6,0.525,105,12,17,12,9
7,4,8,3,6,4,6,5,4,1,6,4,7,1,4,7,7,7,6,4,0.505,101,13,12,10,17
10,11,3,4,5,5,4,5,1,7,8,4,6,8,9,4,7,2,9,4,0.58,116,13,27,16,12
